SID,LON,LAT,NAME,SUPERMARKET
2106.000000000000000,-5.999530000000000,54.751739999999900,Ballyclare Northern Ireland,Asda
2107.000000000000000,-6.121880000000000,54.824240000000000,Westwood Northern Ireland,Asda
2108.000000000000000,-5.803360000000000,54.595059999999900,Dundonald Northern Ireland,Asda
2109.000000000000000,-3.014010000000000,53.919930000000000,Fleetwood,Asda
2110.000000000000000,-6.151880000000000,54.824339999999900,Shore Road Northern Ireland,Asda
2111.000000000000000,-6.172740000000000,54.825069999999900,Bangor Northern Ireland,Asda
2112.000000000000000,-5.928110000000000,54.609639999999900,Belfast Living,Asda
2113.000000000000000,-6.664700000000000,55.135199999999900,Coleraine Northern Ireland,Asda
2114.000000000000000,-3.017300000000000,53.796869999999900,Blackpool,Asda
2115.000000000000000,-1.534690000000000,53.997140000000000,Harrogate,Asda
2116.000000000000000,-2.190030000000000,53.850479999999900,Colne,Asda
2117.000000000000000,-2.683160000000000,53.791150000000000,Fulwood,Asda
2118.000000000000000,-5.717660000000000,54.327030000000000,Downpatrick Northern Ireland,Asda
2119.000000000000000,-2.700030000000000,53.757950000000000,Preston,Asda
2120.000000000000000,-2.242920000000000,53.794649999999900,Burnley,Asda
2121.000000000000000,-2.371630000000000,53.755670000000000,Accrington,Asda
2122.000000000000000,-2.480690000000000,53.742690000000000,Blackburn,Asda
2123.000000000000000,-2.642400000000000,53.706879999999900,Clayton Green,Asda
2124.000000000000000,-1.779660000000000,53.832450000000000,Shipley,Asda
2125.000000000000000,-1.604680000000000,53.855370000000000,Adel,Asda
2126.000000000000000,-2.998290000000000,53.646329999999900,Southport,Asda
2127.000000000000000,-2.287160000000000,53.702190000000000,Rawtenstall,Asda
2128.000000000000000,-1.042140000000000,53.987040000000000,York,Asda
2129.000000000000000,-1.668960000000000,53.802529999999900,Pudsey Supercentre,Asda
2130.000000000000000,-1.728380000000000,53.772120000000000,Bradford,Asda
2131.000000000000000,-1.886210000000000,53.723120000000000,Halifax,Asda
2132.000000000000000,-1.474540000000000,53.806330000000000,Killingbeck,Asda
2133.000000000000000,-1.540530000000000,53.788780000000000,Leeds Living,Asda
2134.000000000000000,-2.432670000000000,53.599860000000000,Bolton,Asda
2135.000000000000000,-1.608840000000000,53.735830000000000,Morley,Asda
2136.000000000000000,-2.534740000000000,53.583309999999900,Horwich,Asda
2137.000000000000000,-2.778960000000000,53.553249999999900,Skelmersdale,Asda
2138.000000000000000,-2.167800000000000,53.613199999999900,Rochdale,Asda
